CODIGO;DESCRICAO;GRUPO;COD_GRUPO
024121-0;Peugeot - 206 Holiday 1.6 Flex 16V 3p;PEUGEOT 206;324
024122-9;Peugeot - 206 Holiday 1.6 Flex 16V 5p;PEUGEOT 206;324
024130-0;Peugeot - 206 Moonlight 1.4 Flex 8V 3p;PEUGEOT 206;324
024131-8;Peugeot - 206 Moonlight 1.4 Flex 8V 5p;PEUGEOT 206;324
024030-3;Peugeot - 206 Passion 1.6;PEUGEOT 206;324
024088-5;Peugeot - 206 Passion 1.6 16v 110cv 5p;PEUGEOT 206;324
024102-4;Peugeot - 206 Presence 1.4/ 1.4 Flex 8V 3p;PEUGEOT 206;324
024103-2;Peugeot - 206 Presence 1.4/ 1.4 Flex 8V 5p;PEUGEOT 206;324
024031-1;Peugeot - 206 Rallye 1.6;PEUGEOT 206;324
024089-3;Peugeot - 206 Rallye 1.6/ 1.6 Flex 16v 110cv 3p;PEUGEOT 206;324
024096-6;Peugeot - 206 Select./Presence 1.6/1.6 Flex 16V 5p;PEUGEOT 206;324
024095-8;Peugeot - 206 Selection 1.6 16V 110cv 3p;PEUGEOT 206;324
024082-6;Peugeot - 206 Selection/ Sensation 1.0 16v 3p;PEUGEOT 206;324
024084-2;Peugeot - 206 Selection/ Sensation 1.0 16v 5p;PEUGEOT 206;324
024123-7;Peugeot - 206 Sensation 1.4 Flex 8V 3p;PEUGEOT 206;324
024124-5;Peugeot - 206 Sensation 1.4 Flex 8V 5p;PEUGEOT 206;324
024085-0;Peugeot - 206 Soleil 1.0 16v 5p;PEUGEOT 206;324
024087-7;Peugeot - 206 Soleil 1.6 16v 110cv 5p;PEUGEOT 206;324
024029-0;Peugeot - 206 Soleil 1.6 3p;PEUGEOT 206;324
024069-9;Peugeot - 206 Soleil 1.6 5p;PEUGEOT 206;324
024081-8;Peugeot - 206 Soleil/ Quiksilver 1.0 16v 3p;PEUGEOT 206;324
024086-9;Peugeot - 206 Soleil/ Quiksilver 1.6 16v 110cv 3p;PEUGEOT 206;324
024135-0;Peugeot - 206 SW Automatic (feline)1.6 Flex 16V 5p;PEUGEOT 206;324
024129-6;Peugeot - 206 SW ESCAPADE 1.6 16v Flex 5p;PEUGEOT 206;324
024114-8;Peugeot - 206 SW Feline 1.6/ 1.6 Flex 16V 5p;PEUGEOT 206;324
024144-0;Peugeot - 206 SW Moonlight 1.4 Flex 8V 5p;PEUGEOT 206;324
024112-1;Peugeot - 206 SW Presence 1.4/ 1.4 Flex 8V 5p;PEUGEOT 206;324
024113-0;Peugeot - 206 SW Presence 1.6/1.6 Flex 16V 5p;PEUGEOT 206;324
024099-0;Peugeot - 206 Techno 1.0 16V 70cv 5p;PEUGEOT 206;324
024100-8;Peugeot - 206 Techno/ Feline 1.6/ 1.6 Flex 16V 5p;PEUGEOT 206;324
024032-0;Peugeot - 306 Break Passion 1.8 16V;PEUGEOT 306;325
024004-4;Peugeot - 306 Cabriolet 1.8/ Mi 16V;PEUGEOT 306;325
024005-2;Peugeot - 306 Cabriolet 2.0;PEUGEOT 306;325
024033-8;Peugeot - 306 GTi 2.0 16V;PEUGEOT 306;325
024040-0;Peugeot - 306 Passion 1.8 16V;PEUGEOT 306;325
024046-0;Peugeot - 306 Passion Sedan 1.8 16V;PEUGEOT 306;325
024043-5;Peugeot - 306 Rallye 1.8 16V;PEUGEOT 306;325
024006-0;Peugeot - 306 S16 2.0 3p;PEUGEOT 306;325
024038-9;Peugeot - 306 Selection Hatch 1.8 16V;PEUGEOT 306;325
024039-7;Peugeot - 306 Selection Sedan 1.8 16V;PEUGEOT 306;325
024044-3;Peugeot - 306 Si/ SL 1.8;PEUGEOT 306;325
024058-3;Peugeot - 306 Soleil 1.8 16V  4p;PEUGEOT 306;325
024057-5;Peugeot - 306 Soleil 1.8 16V 2p;PEUGEOT 306;325
024077-0;Peugeot - 306 Soleil Break 1.8 16V 5p;PEUGEOT 306;325
024076-1;Peugeot - 306 Soleil Hatch 1.8 16V 5p;PEUGEOT 306;325
024045-1;Peugeot - 306 SR;PEUGEOT 306;325
024041-9;Peugeot - 306 XN 1.8;PEUGEOT 306;325
024047-8;Peugeot - 306 XR 1.8 / XR Break 1.8 16V;PEUGEOT 306;325
024007-9;Peugeot - 306 XS 1.6 3p/ ST 1.8i 4p;PEUGEOT 306;325
024008-7;Peugeot - 306 XSi 2.0 3/5p;PEUGEOT 306;325
024160-1;307 Presence 2.0 Flex 16V 5p Aut.;PEUGEOT 307;326
024161-0;307 Sed. Presence 2.0 Flex 16V 5p Aut.;PEUGEOT 307;326
024110-5;Peugeot - 307 CC 2.0 16V 138cv 2p Mec.;PEUGEOT 307;326
024111-3;Peugeot - 307 CC 2.0 16V 2p Aut.;PEUGEOT 307;326
024105-9;Peugeot - 307 Feline 2.0 16V 5p Mec;PEUGEOT 307;326
024106-7;Peugeot - 307 Feline/Griff 2.0/2.0 Flex 16V 5p Aut;PEUGEOT 307;326
024091-5;Peugeot - 307 Passion 1.6 16V 110cv 5p;PEUGEOT 307;326
024125-3;Peugeot - 307 Passion 2.0 16V 138cv 5p;PEUGEOT 307;326
024092-3;Peugeot - 307 Rallye 1.6 16V 110cv 5p;PEUGEOT 307;326
024098-2;Peugeot - 307 Rallye 2.0 16V 138cv 5p;PEUGEOT 307;326
024107-5;Peugeot - 307 Rallye 2.0 16V 138cv 5p Aut;PEUGEOT 307;326
024127-0;Peugeot - 307 Sed. Feline 2.0 16V 4p Mec.;PEUGEOT 307;326
024126-1;Peugeot - 307 Sed. Presence 1.6 Flex 16V 4p;PEUGEOT 307;326
024128-8;Peugeot - 307 Sed.Feline/Griff 2.0/2.0 Flex 4p Aut;PEUGEOT 307;326
024090-7;Peugeot - 307 Soleil/ Presence 1.6/1.6 Flex 16V 5p;PEUGEOT 307;326
024097-4;Peugeot - 307 SW 2.0 16V 138cv 5p Mec.;PEUGEOT 307;326
024109-1;Peugeot - 307 SW 2.0 16V 5p Aut.;PEUGEOT 307;326
024137-7;Peugeot - 307 SW Allure 2.0 16V 5p Aut.;PEUGEOT 307;326
024136-9;Peugeot - 307 SW Allure 2.0 16V 5p Mec.;PEUGEOT 307;326
024138-5;Peugeot - 307 SW Feline 2.0 16V 5p Aut.;PEUGEOT 307;326
024174-1;PEUGEOT 307 HATCH MILLESIM 200 1.6 16V FLEX;PEUGEOT 307;326
024009-5;Peugeot - 405 GLi/ GL 1.6;PEUGEOT 405;327
024010-9;Peugeot - 405 GRi 1.8;PEUGEOT 405;327
024048-6;Peugeot - 405 Mi 2.0 16V;PEUGEOT 405;327
024011-7;Peugeot - 405 SRi 1.8;PEUGEOT 405;327
024012-5;Peugeot - 405 SRi 2.0;PEUGEOT 405;327
024013-3;Peugeot - 405 SRi Break;PEUGEOT 405;327
024014-1;Peugeot - 405 STi;PEUGEOT 405;327
024036-2;Peugeot - 406 Break 2.0 16V;PEUGEOT 406;328
024059-1;Peugeot - 406 Break 3.0 V6 24V;PEUGEOT 406;328
024074-5;Peugeot - 406 Break ST 2.0;PEUGEOT 406;328
024070-2;Peugeot - 406 Cupê 3.0 24V Aut.;PEUGEOT 406;328
024023-0;Peugeot - 406 Cupê 3.0 24V Mec.;PEUGEOT 406;328
024071-0;Peugeot - 406 Familiale 2.0 16V Aut.;PEUGEOT 406;328
024052-4;Peugeot - 406 Familiale 2.0 16V Mec.;PEUGEOT 406;328
024072-9;Peugeot - 406 Sedan 2.0 Aut.;PEUGEOT 406;328
024051-6;Peugeot - 406 Sedan 2.0 Mec.;PEUGEOT 406;328
024075-3;Peugeot - 406 Sedan 3.0 V6 24V;PEUGEOT 406;328
024035-4;Peugeot - 406 ST 2.0 16V  Mec;PEUGEOT 406;328
024020-6;Peugeot - 406 ST/ SVA 2.0 16V Aut;PEUGEOT 406;328
024037-0;Peugeot - 406 SV 2.0 16V;PEUGEOT 406;328
024060-5;Peugeot - 406 SVA 3.0 24V;PEUGEOT 406;328
024025-7;Peugeot - 406 SVE 3.0 24V;PEUGEOT 406;328
024139-3;Peugeot - 407 Sed. Allure 2.0 16V 4p Aut.;PEUGEOT 407;329
024140-7;Peugeot - 407 Sed. Feline 3.0 V6 211cv 4p Aut.;PEUGEOT 407;329
024141-5;Peugeot - 407 Sed. Griffe 3.0 V6 211cv 4p Aut.;PEUGEOT 407;329
024115-6;Peugeot - 407 Sedan 2.0 16V  138cv 4p Aut;PEUGEOT 407;329
024116-4;Peugeot - 407 Sedan 3.0 V6 211cv 4p Aut;PEUGEOT 407;329
024117-2;Peugeot - 407 SW 2.0 16V 5p Aut;PEUGEOT 407;329
024118-0;Peugeot - 407 SW 3.0 V6 211cv 5p Aut;PEUGEOT 407;329
024142-3;Peugeot - 407 SW Allure 2.0 16V 5p Aut.;PEUGEOT 407;329
024143-1;Peugeot - 407 SW Feline 3.0 V6 211cv 5p Aut.;PEUGEOT 407;329
024049-4;Peugeot - 504 GD 2.3 Diesel;PEUGEOT 504;330
024050-8;Peugeot - 504 GRD 2.3 Diesel;PEUGEOT 504;330
024061-3;Peugeot - 505 SR/ SRi/ SRX;PEUGEOT 505;331
024062-1;Peugeot - 605 SRi 3.0;PEUGEOT 605;332
024015-0;Peugeot - 605 SRi/ SLi 2.0;PEUGEOT 605;332
024016-8;Peugeot - 605 SV 3.0 Aut;PEUGEOT 605;332
024053-2;Peugeot - 605 SV-3 3.0 V6 24V;PEUGEOT 605;332
024079-6;Peugeot - 607 Sedan 3.0 V6;PEUGEOT 607;333
024022-2;Peugeot - 806 ST Turbo;PEUGEOT 806;334
024017-6;Peugeot - 806 SV 2.0 Turbo;PEUGEOT 806;334
024108-3;Peugeot - 807 2.0 16V 138cv 5p Aut;PEUGEOT 807;335
024162-8;Boxer 2.3 Furg.TB Dies. Curto/Médio;PEUGEOT BOXER;336
024163-6;Boxer 2.3 Furg.TB Dies. Méd/ LongoT.Alto;PEUGEOT BOXER;336
024166-0;Boxer 2.3 Minibus 16L TB Diesel.;PEUGEOT BOXER;336
024244-6;Boxer Business Furgão 2.0 Turbo Diesel;PEUGEOT BOXER;336
024021-4;Peugeot - Boxer 2.5 Diesel;PEUGEOT BOXER;336
024054-0;Peugeot - Boxer 2.8 10Lug. Diesel;PEUGEOT BOXER;336
024073-7;Peugeot - Boxer 2.8 15L/16L Dies./TB Diesel;PEUGEOT BOXER;336
024094-0;Peugeot - Boxer 2.8 Furg. TB Dies. Méd/LongoT.Alto;PEUGEOT BOXER;336
024093-1;Peugeot - Boxer 2.8 Furgão Dies/ TB Dies.curto/méd;PEUGEOT BOXER;336
024181-4;PEUGEOT BOXER MINIBUS EXECUTIVE 2.3 16L *;PEUGEOT BOXER;336
821001-2;PEUGEOT - BUXY 50;PEUGEOT MOTOS ATE 450CC;337
821002-0;PEUGEOT - ELYSEO 125;PEUGEOT MOTOS ATE 450CC;337
821003-9;PEUGEOT - SCOOT'ELEC;PEUGEOT MOTOS ATE 450CC;337
821004-7;PEUGEOT - SPEEDAKE 50;PEUGEOT MOTOS ATE 450CC;337
821005-5;PEUGEOT - SPEEDFIGHT 100;PEUGEOT MOTOS ATE 450CC;337
821007-1;PEUGEOT - SPEEDFIGHT 50;PEUGEOT MOTOS ATE 450CC;337
821006-3;PEUGEOT - SPEEDFIGHT 50-LC;PEUGEOT MOTOS ATE 450CC;337
821008-0;PEUGEOT - SQUAB 50;PEUGEOT MOTOS ATE 450CC;337
821009-8;PEUGEOT - TREKKER 100;PEUGEOT MOTOS ATE 450CC;337
821010-1;PEUGEOT - VIVACITY 50;PEUGEOT MOTOS ATE 450CC;337
821011-0;PEUGEOT - ZENITH 50;PEUGEOT MOTOS ATE 450CC;337
024172-5;Partner  VAN 1.6  Flex 16V  5p;PEUGEOT PARTNER;338
024173-3;Partner  VAN ESCAPADE 1.6 Flex 16V 5p;PEUGEOT PARTNER;338
024101-6;Peugeot - Partner 1.6 16V 110cv;PEUGEOT PARTNER;338
024063-0;Peugeot - Partner 1.8;PEUGEOT PARTNER;338
822016-6;PIAGGIO - BEVERLY 500 460cc;PIAGGIO MOTOS ACIMA DE 450CC;339
822021-2;PIAGGIO MP3 500;PIAGGIO MOTOS ACIMA DE 450CC;339
822036-0;Liberty S 150 IGET;PIAGGIO MOTOS ATE 450CC;340
822015-8;PIAGGIO - BEVERLY 250 224cc;PIAGGIO MOTOS ATE 450CC;340
822020-4;PIAGGIO - Liberty 200 200cc;PIAGGIO MOTOS ATE 450CC;340
822019-0;PIAGGIO - MP3 400 398cc;PIAGGIO MOTOS ATE 450CC;340
822014-0;PIAGGIO - NRG MC3 DD 49.4cc;PIAGGIO MOTOS ATE 450CC;340
822010-7;PIAGGIO - RUNNER 50;PIAGGIO MOTOS ATE 450CC;340
822018-2;PIAGGIO - VESPA GTS 250 i.e 244cc;PIAGGIO MOTOS ATE 450CC;340
822017-4;PIAGGIO - VESPA LX 150 151cc;PIAGGIO MOTOS ATE 450CC;340
822002-6;PIAGGIO - VESPA PX 150 ORIGINALE;PIAGGIO MOTOS ATE 450CC;340
822003-4;PIAGGIO - VESPA PX 200;PIAGGIO MOTOS ATE 450CC;340
822013-1;PIAGGIO - ZIP 50;PIAGGIO MOTOS ATE 450CC;340
822023-9;PIAGGIO BEVERLY TOURER 300;PIAGGIO MOTOS ATE 450CC;340
822034-4;PIAGGIO-VESPA 946 EMPORIO ARMANI 150;PIAGGIO MOTOS ATE 450CC;340
822033-6;PIAGGIO-VESPA GTS 300 ABS;PIAGGIO MOTOS ATE 450CC;340
822032-8;PIAGGIO-VESPA GTS 300 SUPER ABS;PIAGGIO MOTOS ATE 450CC;340
822031-0;PIAGGIO-VESPA GTS 300 SUPER SPORT ABS;PIAGGIO MOTOS ATE 450CC;340
822030-1;PIAGGIO-VESPA GTS 300 TOURING ABS;PIAGGIO MOTOS ATE 450CC;340
822029-8;PIAGGIO-VESPA PRIMAVERA 125 IGET ABS;PIAGGIO MOTOS ATE 450CC;340
822028-0;PIAGGIO-VESPA PRIMAVERA 150 IGET ABS;PIAGGIO MOTOS ATE 450CC;340
822027-1;PIAGGIO-VESPA SPRINT 150 S IGET ABS;PIAGGIO MOTOS ATE 450CC;340
822038-7;VESPA CLASSIC ELEGANTE 150;PIAGGIO MOTOS ATE 450CC;340
822037-9;VESPA CLASSIC SXL 150;PIAGGIO MOTOS ATE 450CC;340
822035-2;VESPA CLASSIC VXL 150;PIAGGIO MOTOS ATE 450CC;340
050001-1;Plymouth - Gran Voyager LE 2.5;PLYMOUTH - TODOS;341
050002-0;Plymouth - Sundance 2.5;PLYMOUTH - TODOS;341
051001-7;Pontiac - Trans-AM 5.7 V8;PONTIAC - TODOS;342
051002-5;Pontiac - Trans-Sport SE 3.1;PONTIAC - TODOS;342
035058-3;Cayman GTS 3.4 340cv;PORSCHE - OUTROS;343
035055-9;Macan S 3.0 Bi-Turbo 340cv;PORSCHE - OUTROS;343
035056-7;Macan Turbo 3.6 Bi-Turbo 400cv;PORSCHE - OUTROS;343
035112-1;Panamera 4 3.0 330cv;PORSCHE - OUTROS;343
035105-9;Panamera 4 E-Hybrid Sport Tur. 2.9 462cv;PORSCHE - OUTROS;343
035108-3;Panamera 4 E-Hybrid. Executive 2.9 462cv;PORSCHE - OUTROS;343
035111-3;Panamera 4 Executive 3.0 330cv;PORSCHE - OUTROS;343
035104-0;Panamera 4 Sport Turismo 3.0 330cv;PORSCHE - OUTROS;343
035041-9;Panamera 4S 4.8 400cv;PORSCHE - OUTROS;343
035110-5;Panamera 4S Sport Turismo 2.9 440cv;PORSCHE - OUTROS;343
035053-2;Panamera GT-S 4.8 430cv;PORSCHE - OUTROS;343
035054-0;Panamera S 3.0 Bi-Turbo 420cv;PORSCHE - OUTROS;343
035040-0;Panamera S 4.8 400cv;PORSCHE - OUTROS;343
035114-8;Panamera TB S E-Hybrid. Sport Turis. 4.0;PORSCHE - OUTROS;343
035042-7;Panamera Turbo 4.8 500cv;PORSCHE - OUTROS;343
035109-1;Panamera Turbo Executive 4.0 550cv;PORSCHE - OUTROS;343
035100-8;Panamera Turbo S E-Hybrid 4.0 680cv;PORSCHE - OUTROS;343
035107-5;Panamera Turbo S E-Hybrid. Exec. 4.0;PORSCHE - OUTROS;343
035102-4;Panamera Turbo Sport Turismo 4.0;PORSCHE - OUTROS;343
035016-8;Porsche - 928 GTS 5.4 32V;PORSCHE - OUTROS;343
035005-2;Porsche - 968 Cabriolet 3.0;PORSCHE - OUTROS;343
035017-6;Porsche - 968 Coupé 3.0 16V;PORSCHE - OUTROS;343
035034-6;Porsche - Cayman 2.7 245cv;PORSCHE - OUTROS;343
035033-8;Porsche - Cayman S 3.4 295cv;PORSCHE - OUTROS;343
035043-5;PORSCHE PANAMERA 3.6 V6;PORSCHE - OUTROS;343
035048-6;PORSCHE PANAMERA TURBO S 4.8;PORSCHE - OUTROS;343
035084-2;Porsche-718 Cayman 2.0 300cv;PORSCHE - OUTROS;343
035086-9;Porsche-718 Cayman S 2.5 350cv;PORSCHE - OUTROS;343
035061-3;Porsche-Cayman GT4 3.8 385cv;PORSCHE - OUTROS;343
035060-5;Porsche-Macan 2.0 Turbo 237/252cv;PORSCHE - OUTROS;343
035083-4;Porsche-Macan GTS 3.0 Bi-Turbo 360cv;PORSCHE - OUTROS;343
035092-3;Porsche-MACAN Turbo Performnce 3.6 Bi-TB V6;PORSCHE - OUTROS;343
035090-7;Porsche-Panamera 3.0 330cv;PORSCHE - OUTROS;343
035098-2;Porsche-Panamera 4 E-Hybrid 2.9 462cv;PORSCHE - OUTROS;343
035088-5;Porsche-Panamera 4S 2.9 440cv;PORSCHE - OUTROS;343
035089-3;Porsche-Panamera 4S Executive 2.9 440cv;PORSCHE - OUTROS;343
035067-2;Porsche-Panamera Edition 3.6 v6 310cv;PORSCHE - OUTROS;343
035087-7;Porsche-Panamera Turbo 4.0 550cv ;PORSCHE - OUTROS;343
035113-0;911 Carrera 4 GTS Cabri. 3.0 24V (991);PORSCHE 911;344
035106-7;911 Carrera T 3.0 370cv;PORSCHE 911;344
035115-6;911 GT2 RS 3.8 V6 700cv (991);PORSCHE 911;344
035099-0;911 GT3 4.0 500cv (991);PORSCHE 911;344
035119-9;911 Targa 4 GTS 3.0 V6 450cv;PORSCHE 911;344
035026-5;Porsche - 911 Carrera 4S Cabriolet-4 3.6 320CV;PORSCHE 911;344
035023-0;Porsche - 911 Carrera 4S Coupé-4;PORSCHE 911;344
035003-6;Porsche - 911 Carrera Cabriolet 3.4/ 3.6 Mec;PORSCHE 911;344
035008-7;Porsche - 911 Carrera Cabriolet 3.4/ 3.6 Tiptronic;PORSCHE 911;344
035004-4;Porsche - 911 Carrera Cabriolet-4 3.4 Mec;PORSCHE 911;344
035018-4;Porsche - 911 Carrera Cabriolet-4 3.4 Tiptronic;PORSCHE 911;344
035001-0;Porsche - 911 Carrera Coupé;PORSCHE 911;344
035006-0;Porsche - 911 Carrera Coupé Tiptronic;PORSCHE 911;344
035002-8;Porsche - 911 Carrera Coupé-4 3.4/ 3.6;PORSCHE 911;344
035007-9;Porsche - 911 Carrera Coupé-4 3.4/ 3.6 Tiptronic;PORSCHE 911;344
035020-6;Porsche - 911 Carrera Evo Cabriolet;PORSCHE 911;344
035022-2;Porsche - 911 Carrera Evo Cabriolet-4;PORSCHE 911;344
035019-2;Porsche - 911 Carrera Evo Coupé;PORSCHE 911;344
035021-4;Porsche - 911 Carrera Evo Coupé-4;PORSCHE 911;344
035009-5;Porsche - 911 Carrera GT3/ GT2 Street;PORSCHE 911;344
035032-0;Porsche - 911 Carrera S Cabriolet 3.8 24V 355cv;PORSCHE 911;344
035028-1;Porsche - 911 Carrera S Coupé 3.8 24V 355cv;PORSCHE 911;344
035013-3;Porsche - 911 Targa 3.6;PORSCHE 911;344
035036-2;Porsche - 911 Targa 4S;PORSCHE 911;344
035029-0;Porsche - 911 Turbo Cabriolet 3.6 24V 420cv;PORSCHE 911;344
035014-1;Porsche - 911 Turbo Coupé 3.6;PORSCHE 911;344
035031-1;Porsche - 911 Turbo S Cabriolet 3.6 24V 450cv;PORSCHE 911;344
035030-3;Porsche - 911 Turbo S Coupé 3.6 24V 450cv;PORSCHE 911;344
035050-8;PORSCHE 911 CARRERA (991) CABRIOLET S 3.8.;PORSCHE 911;344
035049-4;PORSCHE 911 CARRERA (991) COUPE S 3.8.;PORSCHE 911;344
035047-8;PORSCHE 911 CARRERA BLACK EDITION 3.6 24V;PORSCHE 911;344
035046-0;PORSCHE 911 CARRERA GTS 3.8 24V;PORSCHE 911;344
035094-0;Porsche-911 4 GTS Targa 3.0 24V (991);PORSCHE 911;344
035073-7;Porsche-911 Carrera 4 Cabriolet 3.0 370cv (991);PORSCHE 911;344
035075-3;Porsche-911 Carrera 4 Coupe 3.0 370cv (991);PORSCHE 911;344
035093-1;Porsche-911 Carrera 4 GTS Coupe 3.0 24V (991);PORSCHE 911;344
035066-4;Porsche-911 Carrera 4 GTS Coupe 3.8 24V (991);PORSCHE 911;344
035068-0;Porsche-911 Carrera 4 GTS Targa 3.8 24V (991);PORSCHE 911;344
035080-0;Porsche-911 Carrera 4S Cabriolet 3.0 420cv (991);PORSCHE 911;344
035078-8;Porsche-911 Carrera 4S Coupe 3.0 420cv;PORSCHE 911;344
035074-5;Porsche-911 Carrera Cabriolet 3.0 370cv (991);PORSCHE 911;344
035076-1;Porsche-911 Carrera Coupe 3.0 370cv (991);PORSCHE 911;344
035082-6;Porsche-911 Carrera GT3 RS;PORSCHE 911;344
035095-8;Porsche-911 Carrera GTS Cabriolet 3.0 450cv(991);PORSCHE 911;344
035065-6;Porsche-911 Carrera GTS Cabriolet 3.8 24V (991);PORSCHE 911;344
035091-5;Porsche-911 Carrera GTS Coupe 3.0 (991);PORSCHE 911;344
035064-8;Porsche-911 Carrera GTS Coupe 3.8 24V (991);PORSCHE 911;344
035059-1;Porsche-911 Carrera S 50th Coupe 3.8 24V(991);PORSCHE 911;344
035072-9;Porsche-911 Carrera S Cabriolet 3.0 420cv (991);PORSCHE 911;344
035077-0;Porsche-911 Carrera S Coupe 3.0 420cv (991);PORSCHE 911;344
035079-6;Porsche-911 Targa 4 3.0 370cv (991);PORSCHE 911;344
035081-8;Porsche-911 Targa 4S 3.0 420cv (991);PORSCHE 911;344
035103-2;718 Boxster GTS 2.5 365cv;PORSCHE BOXSTER;345
035039-7;Boxster  2.9 255cv;PORSCHE BOXSTER;345
035057-5;Boxster GTS 3.4 330cv;PORSCHE BOXSTER;345
035038-9;Boxster S 3.4 310cv;PORSCHE BOXSTER;345
035015-0;Porsche - Boxster Mec.;PORSCHE BOXSTER;345
035011-7;Porsche - Boxster S;PORSCHE BOXSTER;345
035012-5;Porsche - Boxster S Tiptronic;PORSCHE BOXSTER;345
035010-9;Porsche - Boxster Tiptronic;PORSCHE BOXSTER;345
035051-6;PORSCHE BOXSTER 2.7 265CV;PORSCHE BOXSTER;345
035052-4;PORSCHE BOXSTER S 3.4 319CV;PORSCHE BOXSTER;345
035044-3;PORSCHE BOXSTER SPYDER 3.4;PORSCHE BOXSTER;345
035069-9;Porsche-718 Boxster 2.0 300cv;PORSCHE BOXSTER;345
035070-2;Porsche-718 Boxster S 2.5 350cv;PORSCHE BOXSTER;345
035071-0;Porsche-Boxster Spyder 3.8 375cv;PORSCHE BOXSTER;345
035101-6;718 Cayman GTS 2.5 365cv;PORSCHE CAYENNE;346
035116-4;Cayenne 3.0 Turbo V6 340CV;PORSCHE CAYENNE;346
035037-0;Porsche - Cayenne GTS 4.8 405cv;PORSCHE CAYENNE;346
035024-9;Porsche - Cayenne S 4.5/4.8 340/385cv;PORSCHE CAYENNE;346
035025-7;Porsche - Cayenne Turbo 4.5/4.8 450/500cv;PORSCHE CAYENNE;346
035035-4;Porsche - Cayenne Turbo S 4.5/ 4.8 32V 521/550cv;PORSCHE CAYENNE;346
035027-3;Porsche - Cayenne V6 3.2/3.6 24V 250/290cv;PORSCHE CAYENNE;346
035045-1;PORSCHE CAYMAN R 3.4;PORSCHE CAYENNE;346
035062-1;Porsche-Cayenne GTS 3.6 Bi-Turbo 440cv;PORSCHE CAYENNE;346
035096-6;Porsche-Cayenne Platinum Ed. 3.6 Bi-Turbo;PORSCHE CAYENNE;346
035097-4;Porsche-Cayenne Platinum Ed. E-Hybrid 3.0 Bi-TB;PORSCHE CAYENNE;346
035063-0;Porsche-Cayenne S 3.6 Bi-Turbo 420cv;PORSCHE CAYENNE;346
035085-0;Porsche-Cayenne S E-Hybrid 3.0 V6 416cv;PORSCHE CAYENNE;346
035117-2;Cayenne S 2.9 Bi-Turbo V6 440cv;PUMA-ALFA;347
511001-7;PUMA-ALFA - 7900 CB 2p (diesel);PUMA-ALFA;347
511002-5;PUMA-ALFA - 7900 CB TURBO 2p (diesel);PUMA-ALFA;347
511003-3;PUMA-ALFA - 7900 CD 4p (diesel);PUMA-ALFA;347
511004-1;PUMA-ALFA - 7900 CD TURBO 4p (diesel);PUMA-ALFA;347
511005-0;PUMA-ALFA - 9000 2p (diesel);PUMA-ALFA;347
511006-8;PUMA-ALFA - 914 CD 4p (diesel);PUMA-ALFA;347
511007-6;PUMA-ALFA - 914 CS 2p (diesel);PUMA-ALFA;347
035118-0;Cayenne Turbo 4.0 V8 550cv;RENAULT  OUTROS;348
025012-0;Renault - Express 1.6/ RL 1.6;RENAULT  OUTROS;348
025023-6;Renault - Safrane RXE;RENAULT  OUTROS;348
025171-2;RENAULT SYMBOL SEDAN CONNECTION 1.6 8V FLEX;RENAULT  OUTROS;348
025160-7;SYMBOL Expression Hi-Flex 1.6 16V 4p;RENAULT  OUTROS;348
025167-4;SYMBOL Expression Hi-Flex 1.6 8V 4p;RENAULT  OUTROS;348
025159-3;SYMBOL Privilège Hi-Flex 1.6 16V 4p;RENAULT  OUTROS;348
025001-5;Renault - 19 16S/ RT 16V;RENAULT 19;349
025002-3;Renault - 19 RN;RENAULT 19;349
025003-1;Renault - 19 RT 1.8/ 1.8i;RENAULT 19;349
025031-7;Renault - 19 RT 1.8/ 1.8i Conv.;RENAULT 19;349
025020-1;Renault - 21 GTX 2.0;RENAULT 21;350
025033-3;Renault - 21 Nevada GTX 2.2;RENAULT 21;350
025008-2;Renault - 21 Nevada TXE 2.2;RENAULT 21;350
025034-1;Renault - 21 TXE/ TXi 2.2;RENAULT 21;350
025169-0;Clio Hi-Flex 1.0 16V 3p;RENAULT CLIO 1.0;351
025170-4;Clio Hi-Flex 1.0 16V 5p;RENAULT CLIO 1.0;351
025081-3;Renault - Clio Authentique 1.0 8V 3p;RENAULT CLIO 1.0;351
025082-1;Renault - Clio Authentique 1.0/1.0 Hi-Power 16V 3p;RENAULT CLIO 1.0;351
025111-9;Renault - Clio Authentique Hi-Flex 1.0 16V 3p;RENAULT CLIO 1.0;351
025112-7;Renault - Clio Authentique Hi-Flex 1.0 16V 5p;RENAULT CLIO 1.0;351
025150-0;Renault - Clio Campus Hi-Flex 1.0 16V 3p;RENAULT CLIO 1.0;351
025151-8;Renault - Clio Campus Hi-Flex 1.0 16V 5p;RENAULT CLIO 1.0;351
025090-2;Renault - Clio Dynamique 1.0/ 1.0 Hi-Power 16V 3p;RENAULT CLIO 1.0;351
025085-6;Renault - Clio Expression 1.0 8V 60cv 3p;RENAULT CLIO 1.0;351
025086-4;Renault - Clio Expression 1.0/1.0 Hi-Power 16V 3p;RENAULT CLIO 1.0;351
025113-5;Renault - Clio Expression Hi-Flex 1.0 16V 3p;RENAULT CLIO 1.0;351
025114-3;Renault - Clio Expression Hi-Flex 1.0 16V 5p;RENAULT CLIO 1.0;351
025121-6;Renault - Clio GetUp Hi-Flex 1.0 16V 3p;RENAULT CLIO 1.0;351
025122-4;Renault - Clio GetUp Hi-Flex 1.0 16V 5p;RENAULT CLIO 1.0;351
