CODIGO;DESCRICAO;GRUPO;COD_GRUPO
038003-2;Acura - Integra GS 1.8;ACURA;1
038002-4;Acura - Legend 3.2/3.5;ACURA;1
038001-6;Acura - NSX 3.0;ACURA;1
840015-6;ADLY - ATV 100;ADLY MOTOS - TODAS;2
840014-8;ADLY - ATV 50;ADLY MOTOS - TODAS;2
840007-5;ADLY - JAGUAR JT 100;ADLY MOTOS - TODAS;2
840008-3;ADLY - JAGUAR JT 50;ADLY MOTOS - TODAS;2
840016-4;ADLY - RT 50;ADLY MOTOS - TODAS;2
060001-6;Agrale - MARRUÁ 2.8 12V 132cv TDI Diesel;AGRALE - MARRUÁ;3
060004-0;Agrale - MARRUÁ AM 100 2.8 140CV CD TDI Diesel;AGRALE - MARRUÁ;3
060003-2;Agrale - MARRUÁ AM 100 2.8 140CV CS TDI Diesel;AGRALE - MARRUÁ;3
060006-7;Agrale - MARRUÁ AM 150 2.8 140CV CD TDI Diesel;AGRALE - MARRUÁ;3
060005-9;Agrale - MARRUÁ AM 150 2.8 140CV CS TDI Diesel;AGRALE - MARRUÁ;3
060008-3;Agrale - MARRUÁ AM 200 2.8 140CV CD TDI Diesel;AGRALE - MARRUÁ;3
060007-5;Agrale - MARRUÁ AM 200 2.8 140CV CS TDI Diesel;AGRALE - MARRUÁ;3
060002-4;Agrale - MARRUÁ AM 50 2.8 140CV TDI Diesel;AGRALE - MARRUÁ;3
501030-6;14000 2p (diesel) (E5);AGRALE CAMINHOES - TODOS;4
501031-4;14000 6x2 2p (diesel) (E5);AGRALE CAMINHOES - TODOS;4
501027-6;AGRALE - 13000 Turbo 2p (diesel);AGRALE CAMINHOES - TODOS;4
501028-4;AGRALE - 13000 Turbo 3-Eixos 2p (diesel);AGRALE CAMINHOES - TODOS;4
501001-2;AGRALE - 1600 D-RD 2p (diesel);AGRALE CAMINHOES - TODOS;4
501002-0;AGRALE - 1600 D-RS 2p (diesel);AGRALE CAMINHOES - TODOS;4
501003-9;AGRALE - 1800 D-RD 2p (diesel);AGRALE CAMINHOES - TODOS;4
501004-7;AGRALE - 1800 D-RS 2p (diesel);AGRALE CAMINHOES - TODOS;4
501005-5;AGRALE - 4500 D-RD 2p (diesel);AGRALE CAMINHOES - TODOS;4
501006-3;AGRALE - 4500 D-RS 2p (diesel);AGRALE CAMINHOES - TODOS;4
501007-1;AGRALE - 5000 D-RD 2p (diesel);AGRALE CAMINHOES - TODOS;4
501008-0;AGRALE - 5000 D-RS 2p (diesel);AGRALE CAMINHOES - TODOS;4
501021-7;AGRALE - 6000 D CD RS/ RD 3p (diesel);AGRALE CAMINHOES - TODOS;4
501020-9;AGRALE - 6000 D CS 2p (diesel);AGRALE CAMINHOES - TODOS;4
501022-5;AGRALE - 6000 Furgovan 2.8 TDI RS/ RD 4p;AGRALE CAMINHOES - TODOS;4
501009-8;AGRALE - 7000 D 2p (diesel);AGRALE CAMINHOES - TODOS;4
501010-1;AGRALE - 7000 D-RD (C.Dupla) 4p (diesel);AGRALE CAMINHOES - TODOS;4
501011-0;AGRALE - 7000 DX 2p (diesel);AGRALE CAMINHOES - TODOS;4
501012-8;AGRALE - 7500 TD 2p (diesel);AGRALE CAMINHOES - TODOS;4
501013-6;AGRALE - 7500 TDX 2p (diesel);AGRALE CAMINHOES - TODOS;4
501025-0;AGRALE - 8000 Furgovan 4.3 TDI 145cv Aut 4p;AGRALE CAMINHOES - TODOS;4
501024-1;AGRALE - 8000 Furgovan 4.3 TDI Mec 4p;AGRALE CAMINHOES - TODOS;4
501026-8;AGRALE - 8500 E-tronic CE 2p (diesel);AGRALE CAMINHOES - TODOS;4
501014-4;AGRALE - 8500 Turbo 2p (diesel);AGRALE CAMINHOES - TODOS;4
501029-2;AGRALE - 8500 Turbo CD 3p (diesel);AGRALE CAMINHOES - TODOS;4
501023-3;AGRALE - 9200 Turbo 2p (diesel);AGRALE CAMINHOES - TODOS;4
501034-9;AGRALE CAMINHAO 10000 4X2 E5;AGRALE CAMINHOES - TODOS;4
501032-2;AGRALE CAMINHAO 8700 4X2 E5;AGRALE CAMINHOES - TODOS;4
501033-0;AGRALE CAMINHAO 8700 TR 4X2 E5;AGRALE CAMINHOES - TODOS;4
501039-0;AGRALE-10000 LX 2p (diesel) (E5);AGRALE CAMINHOES - TODOS;4
501040-3;AGRALE-14000 LX 2p (diesel) (E5);AGRALE CAMINHOES - TODOS;4
501038-1;AGRALE-8700 LX 2p (diesel) (E5);AGRALE CAMINHOES - TODOS;4
501037-3;AGRALE-A10000 2p (diesel) (E5);AGRALE CAMINHOES - TODOS;4
501041-1;AGRALE-A7500 2p (diesel)(E5);AGRALE CAMINHOES - TODOS;4
501036-5;AGRALE-A8700 2p (diesel) (E5);AGRALE CAMINHOES - TODOS;4
501035-7;MARRUÁ AM 300 2.8 CS TDI Diesel (E5);AGRALE CAMINHOES - TODOS;4
801002-1;AGRALE - CITY 50;AGRALE MOTOS - TODAS;5
801003-0;AGRALE - CITY 90;AGRALE MOTOS - TODAS;5
801004-8;AGRALE - DAKAR 30.0 190cc;AGRALE MOTOS - TODAS;5
801005-6;AGRALE - DAKAR 50;AGRALE MOTOS - TODAS;5
801007-2;AGRALE - ELEFANT 16.5 125cc;AGRALE MOTOS - TODAS;5
801006-4;AGRALE - ELEFANT 27.5 190cc;AGRALE MOTOS - TODAS;5
801008-0;AGRALE - ELEFANTRE 16.5 ES 125cc;AGRALE MOTOS - TODAS;5
801009-9;AGRALE - ELEFANTRE 30.0 ES 190cc;AGRALE MOTOS - TODAS;5
801010-2;AGRALE - FORCE 50;AGRALE MOTOS - TODAS;5
801011-0;AGRALE - FORCE 90;AGRALE MOTOS - TODAS;5
801012-9;AGRALE - JUNIOR 50;AGRALE MOTOS - TODAS;5
801014-5;AGRALE - SST 13.5 125cc;AGRALE MOTOS - TODAS;5
801020-0;AGRALE - SUPER CITY 125;AGRALE MOTOS - TODAS;5
801016-1;AGRALE - SUPER CITY 150;AGRALE MOTOS - TODAS;5
801017-0;AGRALE - SXT 27.5 E 190cc;AGRALE MOTOS - TODAS;5
801018-8;AGRALE - SXT 27.5 EX 190cc;AGRALE MOTOS - TODAS;5
801019-6;AGRALE - TCHAU 50;AGRALE MOTOS - TODAS;5
006009-7;Alfa Romeo - 145 Elegant 1.7/1.8 16V;ALFA ROMEO 145;6
006001-1;Alfa Romeo - 145 Elegant 2.0 16V;ALFA ROMEO 145;6
006002-0;Alfa Romeo - 145 Quadrifoglio 2.0;ALFA ROMEO 145;6
006008-9;Alfa Romeo - 145 QV;ALFA ROMEO 145;6
006017-8;Alfa Romeo - 147 2.0 16V 148cv 4p Semi-Aut.;ALFA ROMEO 147;7
006003-8;Alfa Romeo - 155;ALFA ROMEO 155;8
006004-6;Alfa Romeo - 155 Super;ALFA ROMEO 155;8
006015-1;Alfa Romeo - 156 2.5 V6 24V 190cv 4p Aut.;ALFA ROMEO 156;9
006014-3;Alfa Romeo - 156 Sport Wagon 2.0 16V;ALFA ROMEO 156;9
006016-0;Alfa Romeo - 156 SportWagon 2.5 V6 24V 190cv 4p Aut.;ALFA ROMEO 156;9
006010-0;Alfa Romeo - 156 TS/Sport/Elegant 2.0 16V;ALFA ROMEO 156;9
006005-4;Alfa Romeo - 164 3.0 V6;ALFA ROMEO 164;10
006006-2;Alfa Romeo - 164 Super V6 24V;ALFA ROMEO 164;10
006011-9;Alfa Romeo - 166 3.0 V6 24V;ALFA ROMEO 166;11
006013-5;Alfa Romeo - 2300 TI/TI-4;ALFA ROMEO 2300;12
006007-0;Alfa Romeo - Spider 2.0/3.0;ALFA ROMEO SPIDER;13
037001-0;AM Gen - Hummer Hard-Top 6.5 4x4 Diesel TB;AM GEN;14
037002-9;AM Gen - Hummer Open-Top 6.5 4x4 Diesel TB;AM GEN;14
037003-7;AM Gen - Hummer Wagon 6.5 4x4 Diesel TB;AM GEN;14
007018-1;Asia Motors - AM-825 Luxo 4.0 Diesel;ASIA MOTORS AM;15
007019-0;Asia Motors - AM-825 Super Luxo 4.0 Diesel;ASIA MOTORS AM;15
007020-3;Asia Motors - Jipe Rocsta GT 4x4 2.2 Diesel;ASIA MOTORS JIPE;16
007001-7;Asia Motors - Hi-Topic SLX/SDX/DLX Full Diesel;ASIA MOTORS TOPIC;17
007002-5;Asia Motors - Hi-Topic STD Diesel;ASIA MOTORS TOPIC;17
007017-3;Asia Motors - Hi-Topic Van 2.7 Diesel (furgão);ASIA MOTORS TOPIC;17
007016-5;Asia Motors - Topic Carga 2.7 Diesel (furgão);ASIA MOTORS TOPIC;17
007014-9;Asia Motors - Topic Luxo Diesel;ASIA MOTORS TOPIC;17
007015-7;Asia Motors - Topic Super Luxo Diesel;ASIA MOTORS TOPIC;17
070004-5;TOPIC ESCOLAR L 2.2 8V 102cv 4p;ASIA MOTORS TOPIC;17
070005-3;TOPIC ESCOLAR SL 2.2 8V 102cv 4p;ASIA MOTORS TOPIC;17
070001-0;TOPIC FURGAO L 2.2 8V 102cv 4p;ASIA MOTORS TOPIC;17
070002-9;TOPIC VAN L 2.2 8V 102cv 4p;ASIA MOTORS TOPIC;17
070007-0;TOPIC VAN Lon./GRAN TOPIC SL;ASIA MOTORS TOPIC;17
070003-7;TOPIC VAN SL 2.2 8V 102cv 4p;ASIA MOTORS TOPIC;17
007003-3;Asia Motors - Towner Coach Full;ASIA MOTORS TOWNER;18
007009-2;Asia Motors - Towner Furgão;ASIA MOTORS TOWNER;18
007004-1;Asia Motors - Towner Glass Van;ASIA MOTORS TOWNER;18
007012-2;Asia Motors - Towner Luxo;ASIA MOTORS TOWNER;18
007011-4;Asia Motors - Towner Multiuso 5p;ASIA MOTORS TOWNER;18
007005-0;Asia Motors - Towner Panel Van;ASIA MOTORS TOWNER;18
007008-4;Asia Motors - Towner Pick-Up;ASIA MOTORS TOWNER;18
007006-8;Asia Motors - Towner SDX / DLX/ Std.;ASIA MOTORS TOWNER;18
007013-0;Asia Motors - Towner Super Luxo;ASIA MOTORS TOWNER;18
007007-6;Asia Motors - Towner Truck;ASIA MOTORS TOWNER;18
802004-3;APRILIA - MOTO 650cc;ASPRILIA MOTOS ACIMA DE 450CC;19
802005-1;APRILIA - PEGASO 650cc;ASPRILIA MOTOS ACIMA DE 450CC;19
802009-4;APRILIA - RSV MILLE 1000cc;ASPRILIA MOTOS ACIMA DE 450CC;19
802001-9;APRILIA - AREA-51 50cc;ASPRILIA MOTOS ATE 450CC;20
802002-7;APRILIA - CLASSIC 50cc;ASPRILIA MOTOS ATE 450CC;20
802003-5;APRILIA - LEONARDO 150cc;ASPRILIA MOTOS ATE 450CC;20
802006-0;APRILIA - RALLY 50cc;ASPRILIA MOTOS ATE 450CC;20
802007-8;APRILIA - RS 250cc;ASPRILIA MOTOS ATE 450CC;20
802008-6;APRILIA - RS 50cc;ASPRILIA MOTOS ATE 450CC;20
802010-8;APRILIA - RX 50cc;ASPRILIA MOTOS ATE 450CC;20
802011-6;APRILIA - SCARABEO BRIGTH 50cc;ASPRILIA MOTOS ATE 450CC;20
802012-4;APRILIA - SCARABEO CLASSIC 50cc;ASPRILIA MOTOS ATE 450CC;20
802013-2;APRILIA - SCARABEO DE LUXE 50cc;ASPRILIA MOTOS ATE 450CC;20
802014-0;APRILIA - SONIC 50cc;ASPRILIA MOTOS ATE 450CC;20
802015-9;APRILIA - SR RACING 50cc;ASPRILIA MOTOS ATE 450CC;20
802017-5;APRILIA - SR WWW 50cc;ASPRILIA MOTOS ATE 450CC;20
829002-4;ATALA - CALIFFONE 50cc;ATALA MOTOS - TODAS;21
829001-6;ATALA - MASTER 50cc;ATALA MOTOS - TODAS;21
829003-2;ATALA - SKEGIA 50cc;ATALA MOTOS - TODAS;21
008030-6;Audi - 100 2.8 V6;AUDI 100;22
008076-4;Audi - 100 2.8 V6 Avant;AUDI 100;22
008031-4;Audi - 100 S-4 2.2 Avant Turbo;AUDI 100;22
008001-2;Audi - 80 2.0;AUDI 80;23
008077-2;Audi - 80 2.0 Avant;AUDI 80;23
008080-2;Audi - 80 2.6/ 2.8;AUDI 80;23
008002-0;Audi - 80 2.6/2.8 Avant;AUDI 80;23
008003-9;Audi - 80 2.8 Cabriolet;AUDI 80;23
008004-7;Audi - 80 S2 Avant;AUDI 80;23
008223-6;A3 Cabriolet Ambition 2.0 TFSI S-tronic;AUDI A3;24
008236-8;A3 Cabriolet Perfor. 2.0 TFSI S-tronic;AUDI A3;24
008192-2;A3 Sedan 1.4 16V TB FSI  S-tronic 4p;AUDI A3;24
008237-6;A3 Sedan Performance 2.0 TFSI S-tronic;AUDI A3;24
008234-1;A3 Sedan Prestige 1.4 TFSI S-tronic;AUDI A3;24
008235-0;A3 Sedan Prestige Plus 1.4 TFSI S-tronic;AUDI A3;24
008190-6;A3 Sedan1.8 16V TB FSI 180cv S-tronic 4p;AUDI A3;24
008181-7;A3 Sport 1.8 16V TFSI S-Tronic 3p;AUDI A3;24
008138-8;A3 Sport 2.0 16V Turbo FSI S Tronic;AUDI A3;24
008233-3;A3 Sportb. Prestige Plus 1.4 TFSI S-tron;AUDI A3;24
008184-1;A3 Sportback 1.4 TFSI S-Tronic;AUDI A3;24
008185-0;A3 Sportback 1.8 16V TFSI S-Tronic 5p;AUDI A3;24
008032-2;Audi - A3 1.6 3p;AUDI A3;24
008056-0;Audi - A3 1.6 3p Aut;AUDI A3;24
008040-3;Audi - A3 1.6 5p;AUDI A3;24
008057-8;Audi - A3 1.6 5p Aut;AUDI A3;24
008116-7;Audi - A3 1.6 8V 102cv 3p;AUDI A3;24
008005-5;Audi - A3 1.8 3p;AUDI A3;24
008043-8;Audi - A3 1.8 3p Aut.;AUDI A3;24
008042-0;Audi - A3 1.8 5p Aut.;AUDI A3;24
008041-1;Audi - A3 1.8 5p Mec.;AUDI A3;24
008073-0;Audi - A3 1.8 Turbo 180cv 3p Aut./ Tip.;AUDI A3;24
008074-8;Audi - A3 1.8 Turbo 180cv 3p Mec.;AUDI A3;24
008071-3;Audi - A3 1.8 Turbo 180cv 5p Aut./ Tip.;AUDI A3;24
008072-1;Audi - A3 1.8 Turbo 180cv 5p Mec.;AUDI A3;24
008046-2;Audi - A3 1.8 Turbo 3p Aut.;AUDI A3;24
008006-3;Audi - A3 1.8 Turbo 3p Mec.;AUDI A3;24
008045-4;Audi - A3 1.8 Turbo 5p Aut.;AUDI A3;24
008044-6;Audi - A3 1.8 Turbo 5p Mec.;AUDI A3;24
008117-5;Audi - A3 Sportback 1.6 8V 102cv 5p;AUDI A3;24
008118-3;Audi - A3 Sportback 2.0 16V Turbo FSI Mec.;AUDI A3;24
008119-1;Audi - A3 Sportback 2.0 16V Turbo FSI S-Tronic;AUDI A3;24
008195-7;Audi-A3 Cabriolet 1.8 16V TFSI 180cv S-tronic;AUDI A3;24
008205-8;Audi-A3 Sed. Ambition 2.0 TSFI 220cv S-tronic;AUDI A3;24
008203-1;Audi-A3 Sedan 1.4 TFSI Flex Tiptronic 4p ;AUDI A3;24
008132-9;A4 2.0 16V TB FSI 183cv Multitronic;AUDI A4;25
008133-7;A4 2.0 Avant TB FSI 183cv Multitronic;AUDI A4;25
008135-3;A4 3.2 FSI Avant 24V Quattro S Tronic;AUDI A4;25
008226-0;A4 Avant Lim. Ed. 2.0 TFSI S tronic;AUDI A4;25
008222-8;A4 Limited Edition 2.0 TFSI S tronic;AUDI A4;25
008047-0;Audi - A4 1.8  Aut.;AUDI A4;25
008007-1;Audi - A4 1.8  Mec.;AUDI A4;25
008048-9;Audi - A4 1.8 Avant Aut.;AUDI A4;25
008009-8;Audi - A4 1.8 Avant Mec.;AUDI A4;25
008010-1;Audi - A4 1.8 Avant Turbo Mec.;AUDI A4;25
008049-7;Audi - A4 1.8 Avant Turbo Tip./ Multitronic;AUDI A4;25
008008-0;Audi - A4 1.8 Tip./ Multitronic Turbo;AUDI A4;25
008070-5;Audi - A4 1.8 Turbo;AUDI A4;25
008120-5;Audi - A4 2.0 16V TB FSI Multitronic;AUDI A4;25
008101-9;Audi - A4 2.0 20V 130cv Multitronic 4p;AUDI A4;25
008121-3;Audi - A4 2.0 Avant 16V TB FSI Multitronic;AUDI A4;25
008020-9;Audi - A4 2.4 30V Avant Mec;AUDI A4;25
008021-7;Audi - A4 2.4 30V Avant Tip./Multitronic;AUDI A4;25
008018-7;Audi - A4 2.4 30V Mec;AUDI A4;25
008019-5;Audi - A4 2.4 30V Tip./Multitronic;AUDI A4;25
008081-0;Audi - A4 2.4 Avant V6 30V Quattro Mec;AUDI A4;25
008082-9;Audi - A4 2.4 Avant V6 30V Quattro Tiptronic;AUDI A4;25
008083-7;Audi - A4 2.4 V6 30V Quattro Mec;AUDI A4;25
008084-5;Audi - A4 2.4 V6 30V Quattro Tiptronic;AUDI A4;25
008011-0;Audi - A4 2.8;AUDI A4;25
008023-3;Audi - A4 2.8 30V  Tiptronic/ Aut.;AUDI A4;25
008022-5;Audi - A4 2.8 30V Mec;AUDI A4;25
008036-5;Audi - A4 2.8 Avant V6 12V;AUDI A4;25
008037-3;Audi - A4 2.8 Avant V6 30V Mec.;AUDI A4;25
008087-0;Audi - A4 2.8 Avant V6 30V Quattro Mec.;AUDI A4;25
008088-8;Audi - A4 2.8 Avant V6 30V Quattro Tiptronic;AUDI A4;25
008055-1;Audi - A4 2.8 Avant V6 30V Tiptronic;AUDI A4;25
008085-3;Audi - A4 2.8 V6 30V  Quattro Tiptronic;AUDI A4;25
008086-1;Audi - A4 2.8 V6 30V Quattro Mec;AUDI A4;25
008102-7;Audi - A4 3.0 30V 218cv Multitronic 4p;AUDI A4;25
008109-4;Audi - A4 3.0 30V 218cv Quattro Tiptron./Aut 4p;AUDI A4;25
008107-8;Audi - A4 3.0 Avant 30V 218cv Multitronic 5p;AUDI A4;25
008110-8;Audi - A4 3.0 Avant 30V 218cv Quattro Tiptronic;AUDI A4;25
008108-6;Audi - A4 3.0 Cabriolet 30V 218cv Multitronic;AUDI A4;25
008123-0;Audi - A4 3.2 FSI 24V 255cv Multitronic;AUDI A4;25
008130-2;Audi - A4 3.2 FSI 24V 269cv Quattro Tiptronic;AUDI A4;25
008124-8;Audi - A4 3.2 FSI Avant 24V 255cv Multitronic;AUDI A4;25
008125-6;Audi - A4 3.2 FSI Cabriolet 24V 255cv Multitron;AUDI A4;25
008170-1;AUDI A4 LIMOUSINE 2.0 16V TFSI QUATTRO STRONIC.;AUDI A4;25
008211-2;Audi-A4 2.0 Avant Ambi. 2.0 16V TFSi S tronic;AUDI A4;25
008209-0;Audi-A4 Ambiente 2.0 TFSI 190cv S tronic;AUDI A4;25
008212-0;Audi-A4 Ambition 2.0 TFSI Quattro S tronic;AUDI A4;25
008208-2;Audi-A4 Attraction 2.0 TFSI 190cv S tronic;AUDI A4;25
008207-4;Audi-A4 Launch Edition 2.0 TFSI 190cv S troni;AUDI A4;25
008150-7;A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p;AUDI A6;26
008179-5;A6 3.0 Avant.TFSI V6 Quattro S tronic 5p;AUDI A6;26
008136-1;A6 3.0 TB FSI V6 Quattro Tiptronic;AUDI A6;26
008178-7;A6 3.0 TFSI V6 Quattro S tronic 4p;AUDI A6;26
008180-9;A6 Allroad 3.0 TFSI V6 Quattro S tronic;AUDI A6;26
008024-1;Audi - A6 2.4 30V Mec;AUDI A6;26
008025-0;Audi - A6 2.4 30V Tip./Multitronic;AUDI A6;26
008051-9;Audi - A6 2.4 Avant 30V Mec.;AUDI A6;26
008052-7;Audi - A6 2.4 Avant 30V Tip./ Multitronic;AUDI A6;26
008091-8;Audi - A6 2.4 Avant V6 30V Quattro Mec.;AUDI A6;26
008092-6;Audi - A6 2.4 Avant V6 30V Quattro Tiptronic;AUDI A6;26
008089-6;Audi - A6 2.4 V6 30V Quattro Mec;AUDI A6;26
008090-0;Audi - A6 2.4 V6 30V Quattro Tiptronic;AUDI A6;26
008059-4;Audi - A6 2.7 30V Avant Tiptronic;AUDI A6;26
008058-6;Audi - A6 2.7 30V Mec.;AUDI A6;26
008068-3;Audi - A6 2.7 Avant Quattro Tiptronic;AUDI A6;26
008067-5;Audi - A6 2.7 Quattro Tiptronic;AUDI A6;26
008012-8;Audi - A6 2.8;AUDI A6;26
008026-8;Audi - A6 2.8 30V Mec;AUDI A6;26
008027-6;Audi - A6 2.8 30V Tiptronic;AUDI A6;26
008013-6;Audi - A6 2.8 Avant;AUDI A6;26
008053-5;Audi - A6 2.8 Avant 30V Mec;AUDI A6;26
008054-3;Audi - A6 2.8 Avant 30V Tiptronic;AUDI A6;26
008095-0;Audi - A6 2.8 Avant V6 30V Quattro Mec;AUDI A6;26
008096-9;Audi - A6 2.8 Avant V6 30V Quattro Tiptronic;AUDI A6;26
008093-4;Audi - A6 2.8 V6 30V Quattro Mec;AUDI A6;26
008094-2;Audi - A6 2.8 V6 30V Quattro Tiptronic;AUDI A6;26
008105-1;Audi - A6 3.0 Avant V6 30V 218cv Multitronic 5p;AUDI A6;26
008103-5;Audi - A6 3.0 V6 30V 218cv Multitronic 4p;AUDI A6;26
008128-0;Audi - A6 3.2 FSI 24V 255cv Multitronic;AUDI A6;26
008061-6;Audi - A6 4.2 Avant Quattro Tiptronic;AUDI A6;26
008060-8;Audi - A6 4.2 Quattro Tiptronic;AUDI A6;26
008200-7;Audi-A6 2.0 TFSI 252cv S tronic 4p;AUDI A6;26
008187-6;A8 4.0 TFSI 420cv Quattro Tiptronic;AUDI A8;27
008062-4;Audi - A8 4.2 Quatto Tiptronic;AUDI A8;27
008014-4;Audi - A8 4.2 V8 32V Tiptronic;AUDI A8;27
008115-9;Audi - A8 6.0 W12 48V 450cv Quattro Tiptronic;AUDI A8;27
008156-6;AUDI A8 LIMOUSINE 6.3 W12 LONGO QUATTRO;AUDI A8;27
008199-0;Audi-A8 3.0 TFSI 310cv Quattro Tiptronic 4p;AUDI A8;27
008079-9;Audi - Allroad 2.7 30V Quatro Turbo Tiptronic;AUDI ALLROAD;28
008015-2;Audi - Avant RS2;AUDI AVANT;29
008171-0;AUDI A4 AVANT 2.0 16V TFSI QUATTRO STRONIC.;AUDI AVANT;29
008129-9;Audi - Q7 3.6 V6 284cv Quattro Tiptronic;AUDI Q7;30
008122-1;Audi - Q7 4.2 V8 40V 350cv Quattro Tiptronic;AUDI Q7;30
008152-3;AUDI Q7 3.0 TFSI QUATTRO TIPTRONIC;AUDI Q7;30
008213-9;Audi-Q7 3.0 V6 TDI Quattro Tip. 5p Diesel;AUDI Q7;30
008100-0;Audi - RS4 2.7 Avant V6 30V BI-TB Quattro 380cv;AUDI RS4;31
008112-4;Audi - RS6 4.2 450cv BI-TB Quattro Tiptronic 4p;AUDI RS6;32
008111-6;Audi - RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p;AUDI RS6;32
008149-3;RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.;AUDI RS6;32
008148-5;RS6 5.0 FSI V10 Bi-TB Quattro Tip.;AUDI RS6;32
008066-7;Audi - S3 1.8 225cv Turbo Quattro;AUDI S3;33
008196-5;Audi-S3 Sedan 2.0 TFSI Quattro 286cv S-tronic;AUDI S3;33
008140-0;S3 Sportback 2.0 TB FSI Quattro S Tronic;AUDI S3;33
008069-1;Audi - S4 2.7 Avant Turbo Quattro;AUDI S4;34
008063-2;Audi - S4 2.7 Turbo Quatro Mec.;AUDI S4;34
008114-0;Audi - S4 4.2 Avant V8 40V 344cv Quattro Tipt.;AUDI S4;34
008113-2;Audi - S4 4.2 V8 40V 344cv Quattro Tiptronic;AUDI S4;34
008163-9;AUDI S4 AVANT 3.0 V6 TFSI QUATTRO STRONIC;AUDI S4;34
008162-0;AUDI S4 LIMOUSINE 3.0 V6 TFSI QUATTRO STRONIC;AUDI S4;34
008038-1;Audi - S6 2.2 20V TB;AUDI S6;35
008078-0;Audi - S6 2.2 Avant 20V TB;AUDI S6;35
008097-7;Audi - S6 4.2 Avant V8 40V Quattro Tiptronic;AUDI S6;35
008099-3;Audi - S6 4.2 V8 40V Quattro Mec;AUDI S6;35
008098-5;Audi - S6 4.2 V8 40V Quattro Tiptronic;AUDI S6;35
008016-0;Audi - S6 Plus 4.2 Avant V8 32V;AUDI S6;35
008039-0;Audi - S6 Plus 4.2 V8 32V;AUDI S6;35
008202-3;Audi-S6 4.0 TFSI Quattro S-Tronic 4p;AUDI S6;35
008144-2;S6 5.2 Avant FSI V10 435cv QUATTRO Tiptr;AUDI S6;35
008143-4;S6 5.2 FSI V10 435cv QUATTRO Tiptronic;AUDI S6;35
008028-4;Audi - S8 4.2 Mec;AUDI S8;36
008064-0;Audi - S8 4.2 Quattro Mec.;AUDI S8;36
008065-9;Audi - S8 4.2 Quattro Tiptronic;AUDI S8;36
008029-2;Audi - S8 4.2 Tiptronic;AUDI S8;36
008198-1;Audi-S8 4.0 TFSI 520cv Quattro Tiptronic 4p;AUDI S8;36
008034-9;Audi - TT 1.8 TB 180cv;AUDI TT;37
008035-7;Audi - TT 1.8 TB QUATTRO 225cv;AUDI TT;37
008126-4;Audi - TT 2.0 16v Turbo FSI S-Tronic;AUDI TT;37
008075-6;Audi - TT Roadster 1.8 TB QUATTRO 225cv (Conv.);AUDI TT;37
008127-2;Audi - TT Roadster 2.0 16v Turbo FSI S-Tronic;AUDI TT;37
008167-1;AUDI S5 COUPE 3.0 V6 TFSI QUATTRO STRONIC;AUDI TT;37
008141-8;TTS 2.0 TB FSI QUATTRO S Tronic;AUDI TT;37
008142-6;TTS Roadster 2.0 TB FSI QUATTRO S Tronic;AUDI TT;37
837001-0;BAJAJ - CHAMPION 45 100cc;BAJAJ MOTOS - TODAS;38
837002-8;BAJAJ - Classic 150cc;BAJAJ MOTOS - TODAS;38
830001-1;BETA - MX-50 CROSS 50cc;BETA MOTOS - TODAS;39
830002-0;BETA - MX-50 ENDURO 50cc;BETA MOTOS - TODAS;39
828002-9;BIMOTA - DB4 904cc;BIMOTA MOTOS - TODAS;40
828004-5;BIMOTA - DB5R 1078cc;BIMOTA MOTOS - TODAS;40
828006-1;BIMOTA - DB6 Delirio 1078cc;BIMOTA MOTOS - TODAS;40
828005-3;BIMOTA - DB6R Delirio 1078cc;BIMOTA MOTOS - TODAS;40
828001-0;BIMOTA - MANTRA 904cc;BIMOTA MOTOS - TODAS;40
828003-7;BIMOTA - SBR8 SPECIAL 996cc;BIMOTA MOTOS - TODAS;40
828007-0;BIMOTA MOTO DB7;BIMOTA MOTOS - TODAS;40
828008-8;BIMOTA MOTO TESI 3D;BIMOTA MOTOS - TODAS;40
828009-6;Tesi 3D 1100cc ( Alumínio);BIMOTA MOTOS - TODAS;40
009171-5;116iA 1.6 TB 16V 136cv 5p;BMW - TODOS;41
009136-7;118iA 2.0 16V 136cv 5p;BMW - TODOS;41
009176-6;125i M Sport 2.0 TB Aut. 5p;BMW - TODOS;41
009135-9;135iA Coupé 3.0 24V 306cv;BMW - TODOS;41
009189-8;316i 1.6 TB 16V 136cv 4p;BMW - TODOS;41
009185-5;320iA GT Sport 2.0 Turbo 16V 184cv 5p;BMW - TODOS;41
009187-1;328iA GT M Sport 2.0 Turbo 16V 245cv 5p;BMW - TODOS;41
009163-4;328iA Plus 2.0 TB 16V 245cv 4p;BMW - TODOS;41
009162-6;328iA Sport 2.0 16V/2.0 16V Flex 4p;BMW - TODOS;41
009182-0;335i 3.0 ActiveHybrid 3;BMW - TODOS;41
009184-7;335iA M Sport 3.0 24V 306cv 4p;BMW - TODOS;41
009194-4;428i Cabriolet Sport 2.0 TB 245cv 2p;BMW - TODOS;41
009190-1;435iA Coupe 3.0 24V 306cv 2p;BMW - TODOS;41
009183-9;528iA M Sport 2.0 Turbo 16V 245cv 4p;BMW - TODOS;41
009238-0;530e M Sport 2.0 Turbo Híbrido Aut.;BMW - TODOS;41
